R,I,A,S,E,C,carrera_id,nombre_carrera
5.41,6.61,2.91,3.6,2.06,6.27,113,Lic. en Ingeniería de Software
5.09,7.75,1.9,3.94,1.91,7.05,113,Lic. en Ingeniería de Software
5.33,7.16,2.01,2.11,2.23,5.78,113,Lic. en Ingeniería de Software
5.76,6.78,3.64,3.15,3.17,6.61,113,Lic. en Ingeniería de Software
6.26,6.97,3.24,3.5,3.84,5.88,113,Lic. en Ingeniería de Software
4.88,7.42,1.8,3.32,2.39,7.08,113,Lic. en Ingeniería de Software
5.02,6.74,2.4,3.41,2.14,5.99,113,Lic. en Ingeniería de Software
5.33,6.97,1.7,2.03,2.8,5.7,113,Lic. en Ingeniería de Software
5.9,7.05,2.71,3.16,1.76,6.47,113,Lic. en Ingeniería de Software
5.87,7.57,2.36,3.33,2.97,6.12,113,Lic. en Ingeniería de Software
5.5,7.23,2.92,2.27,1.94,6.17,113,Lic. en Ingeniería de Software
5.6,6.47,3.64,1.63,2.98,7.01,113,Lic. en Ingeniería de Software
5.33,7.78,3.19,1.59,3.38,6.73,113,Lic. en Ingeniería de Software
5.3,6.96,2.71,3.29,1.78,6.88,113,Lic. en Ingeniería de Software
5.49,6.93,3.29,2.19,3.99,5.92,113,Lic. en Ingeniería de Software
6.04,7.23,2.96,2.58,3.85,6.36,113,Lic. en Ingeniería de Software
5.91,7.18,1.99,2.13,2.6,6.78,113,Lic. en Ingeniería de Software
4.83,7.16,2.78,3.59,2.9,6.01,113,Lic. en Ingeniería de Software
6.02,6.45,2.33,3.42,1.81,6.43,113,Lic. en Ingeniería de Software
6.03,7.61,3.24,1.55,2.33,6.94,113,Lic. en Ingeniería de Software
6.21,6.87,1.72,2.03,1.81,6.85,113,Lic. en Ingeniería de Software
4.89,6.95,2.13,1.84,3.61,6.83,113,Lic. en Ingeniería de Software
5.37,7.25,2.36,2.61,2.7,5.85,113,Lic. en Ingeniería de Software
6.13,6.98,2.61,3.14,1.89,6.61,113,Lic. en Ingeniería de Software
4.8,7.3,2.59,2.81,3.73,6.41,113,Lic. en Ingeniería de Software
5.99,6.84,3.3,1.88,3.33,6.11,113,Lic. en Ingeniería de Software
5.77,7.74,3.93,2.31,3.63,5.77,113,Lic. en Ingeniería de Software
5.01,7.83,3.61,3.37,2.41,6.67,113,Lic. en Ingeniería de Software
5.28,6.95,2.84,2.41,1.61,5.95,113,Lic. en Ingeniería de Software
5.02,7.67,3.24,2.99,3.59,6.59,113,Lic. en Ingeniería de Software
5.01,7.18,2.95,2.16,2.32,6.38,113,Lic. en Ingeniería de Software
5.17,6.42,3.17,1.73,3.41,6.95,113,Lic. en Ingeniería de Software
6.11,6.69,2.69,2.64,3.33,6.48,113,Lic. en Ingeniería de Software
5.57,6.52,2.39,2.17,1.87,6.25,113,Lic. en Ingeniería de Software
6.14,6.65,2.49,3.97,2.03,5.86,113,Lic. en Ingeniería de Software
5.89,7.26,3.46,2.75,3.39,6.82,113,Lic. en Ingeniería de Software
5.3,7.56,3.11,1.59,2.12,6.07,113,Lic. en Ingeniería de Software
5.5,7.01,3.32,3.2,2.69,7.07,113,Lic. en Ingeniería de Software
4.83,6.83,1.77,2.89,3.18,5.63,113,Lic. en Ingeniería de Software
4.91,6.75,3.78,3.05,1.58,6.84,113,Lic. en Ingeniería de Software
6.18,6.42,3.38,3.89,2.13,5.6,113,Lic. en Ingeniería de Software
5.12,7.88,3.06,3.07,2.19,5.96,113,Lic. en Ingeniería de Software
5.54,6.51,2.76,1.93,2.95,6.04,113,Lic. en Ingeniería de Software
5.02,6.48,1.77,3.9,2.27,7.08,113,Lic. en Ingeniería de Software
7.25,6.0,1.53,3.78,5.42,2.12,114,Lic. en Ingeniería Electrónica
7.3,5.85,1.98,2.18,6.24,1.78,114,Lic. en Ingeniería Electrónica
7.55,7.05,3.07,1.66,5.62,3.06,114,Lic. en Ingeniería Electrónica
6.55,6.65,3.23,3.12,5.25,3.51,114,Lic. en Ingeniería Electrónica
6.4,6.81,2.92,3.92,5.35,3.77,114,Lic. en Ingeniería Electrónica
6.69,5.63,2.19,3.24,6.01,2.48,114,Lic. en Ingeniería Electrónica
7.29,5.69,1.9,2.74,6.06,2.29,114,Lic. en Ingeniería Electrónica
7.23,6.84,3.73,2.25,5.55,2.52,114,Lic. en Ingeniería Electrónica
7.06,5.75,2.35,3.51,5.94,1.73,114,Lic. en Ingeniería Electrónica
6.57,5.7,2.23,3.8,5.95,2.58,114,Lic. en Ingeniería Electrónica
7.29,6.0,2.89,3.94,5.69,1.89,114,Lic. en Ingeniería Electrónica
6.92,6.01,2.86,1.82,5.86,3.64,114,Lic. en Ingeniería Electrónica
6.85,6.15,3.31,2.96,5.7,2.27,114,Lic. en Ingeniería Electrónica
6.5,5.86,3.9,1.89,6.24,3.21,114,Lic. en Ingeniería Electrónica
7.76,5.73,2.15,1.78,5.81,1.71,114,Lic. en Ingeniería Electrónica
7.61,5.68,2.38,2.72,5.05,1.61,114,Lic. en Ingeniería Electrónica
6.54,6.56,2.62,2.95,5.03,3.44,114,Lic. en Ingeniería Electrónica
7.03,6.39,3.7,3.38,5.9,2.42,114,Lic. en Ingeniería Electrónica
6.86,6.26,3.04,3.5,5.24,3.79,114,Lic. en Ingeniería Electrónica
7.65,6.84,3.62,3.46,4.9,1.88,114,Lic. en Ingeniería Electrónica
6.81,6.46,1.7,2.73,4.89,3.9,114,Lic. en Ingeniería Electrónica
7.12,5.76,2.65,2.1,4.97,1.66,114,Lic. en Ingeniería Electrónica
7.06,5.94,3.98,3.33,4.88,3.55,114,Lic. en Ingeniería Electrónica
7.29,6.73,1.8,3.52,5.64,3.95,114,Lic. en Ingeniería Electrónica
7.31,6.92,1.57,2.36,5.3,1.56,114,Lic. en Ingeniería Electrónica
7.78,6.16,3.35,1.87,5.25,3.85,114,Lic. en Ingeniería Electrónica
7.74,6.41,2.1,3.72,5.82,1.67,114,Lic. en Ingeniería Electrónica
7.19,6.06,2.97,1.75,5.28,3.01,114,Lic. en Ingeniería Electrónica
6.99,5.88,3.96,1.96,5.78,1.69,114,Lic. en Ingeniería Electrónica
7.22,6.0,3.12,1.73,5.6,3.37,114,Lic. en Ingeniería Electrónica
6.69,6.07,2.41,1.76,5.66,2.37,114,Lic. en Ingeniería Electrónica
6.56,5.93,2.86,2.45,4.91,3.48,114,Lic. en Ingeniería Electrónica
6.93,6.63,3.94,2.8,5.37,3.26,114,Lic. en Ingeniería Electrónica
7.51,6.82,1.67,2.8,5.45,3.5,114,Lic. en Ingeniería Electrónica
6.83,6.43,1.9,1.88,6.04,2.86,114,Lic. en Ingeniería Electrónica
7.84,5.72,3.11,2.82,5.36,3.79,114,Lic. en Ingeniería Electrónica
6.54,6.05,2.02,2.06,6.23,3.2,114,Lic. en Ingeniería Electrónica
7.42,7.02,2.33,1.52,5.79,1.9,114,Lic. en Ingeniería Electrónica
6.75,6.25,1.85,3.05,5.04,2.54,114,Lic. en Ingeniería Electrónica
6.56,7.02,2.23,1.85,5.2,1.59,114,Lic. en Ingeniería Electrónica
6.53,6.58,2.15,1.59,5.19,3.72,114,Lic. en Ingeniería Electrónica
7.13,6.42,3.11,2.87,5.57,2.93,114,Lic. en Ingeniería Electrónica
6.59,5.96,2.38,1.98,5.09,2.46,114,Lic. en Ingeniería Electrónica
7.35,6.91,3.07,3.68,5.68,1.53,114,Lic. en Ingeniería Electrónica
7.69,7.0,3.96,3.45,6.15,1.57,114,Lic. en Ingeniería Electrónica
7.11,6.38,3.08,2.07,5.05,1.57,114,Lic. en Ingeniería Electrónica
6.84,5.7,3.98,2.14,5.11,2.1,114,Lic. en Ingeniería Electrónica
7.3,6.29,4.0,3.38,5.82,2.33,114,Lic. en Ingeniería Electrónica
7.54,6.63,3.56,2.86,5.3,2.04,114,Lic. en Ingeniería Electrónica
7.78,6.84,3.9,2.54,6.08,1.81,114,Lic. en Ingeniería Electrónica
6.86,6.72,3.0,2.52,5.96,2.75,114,Lic. en Ingeniería Electrónica
7.13,6.1,2.36,2.13,5.44,2.0,114,Lic. en Ingeniería Electrónica
7.68,6.16,2.11,2.8,5.64,3.09,114,Lic. en Ingeniería Electrónica
6.58,6.62,3.94,3.6,5.07,1.63,114,Lic. en Ingeniería Electrónica
7.16,5.64,3.55,3.16,5.11,2.65,114,Lic. en Ingeniería Electrónica
6.44,6.05,3.99,2.07,5.29,3.35,114,Lic. en Ingeniería Electrónica
7.21,5.82,3.57,1.71,5.96,2.26,114,Lic. en Ingeniería Electrónica
7.45,5.87,3.29,1.56,5.68,1.7,114,Lic. en Ingeniería Electrónica
6.49,6.22,3.78,2.1,5.58,3.16,114,Lic. en Ingeniería Electrónica
6.59,5.98,3.65,1.57,5.77,2.79,114,Lic. en Ingeniería Electrónica
7.82,6.78,2.63,3.76,6.13,3.26,114,Lic. en Ingeniería Electrónica
7.81,6.71,2.7,1.81,5.39,2.67,114,Lic. en Ingeniería Electrónica
7.6,6.85,2.13,2.13,5.63,2.67,114,Lic. en Ingeniería Electrónica
7.71,6.78,3.91,3.3,5.83,3.89,114,Lic. en Ingeniería Electrónica
7.27,5.73,2.35,1.85,5.83,2.77,114,Lic. en Ingeniería Electrónica
7.7,5.61,3.07,3.09,6.21,3.78,114,Lic. en Ingeniería Electrónica
7.67,5.61,3.34,2.23,5.22,2.58,114,Lic. en Ingeniería Electrónica
7.8,6.64,2.58,1.74,4.91,1.83,114,Lic. en Ingeniería Electrónica
7.05,5.95,3.37,2.99,6.12,3.83,114,Lic. en Ingeniería Electrónica
7.78,5.82,3.04,2.15,6.25,3.21,114,Lic. en Ingeniería Electrónica
7.72,5.67,1.81,1.77,5.56,2.42,114,Lic. en Ingeniería Electrónica
6.58,5.88,2.15,1.68,5.85,2.69,114,Lic. en Ingeniería Electrónica
7.58,6.45,3.75,3.04,5.5,1.8,114,Lic. en Ingeniería Electrónica
7.7,6.46,1.57,3.96,6.13,3.0,114,Lic. en Ingeniería Electrónica
7.39,6.84,3.93,3.95,5.65,1.89,114,Lic. en Ingeniería Electrónica
6.86,6.13,2.75,3.93,5.74,3.93,114,Lic. en Ingeniería Electrónica
7.42,6.69,1.73,3.98,6.22,1.54,114,Lic. en Ingeniería Electrónica
6.89,6.0,3.62,2.99,5.4,1.85,114,Lic. en Ingeniería Electrónica
6.94,7.09,3.43,2.67,5.32,2.97,114,Lic. en Ingeniería Electrónica
7.38,5.99,1.62,3.45,5.46,3.2,114,Lic. en Ingeniería Electrónica
7.71,6.84,1.69,1.66,5.44,2.63,114,Lic. en Ingeniería Electrónica
7.76,6.51,3.2,2.21,5.81,2.7,114,Lic. en Ingeniería Electrónica
7.08,6.92,2.56,3.81,4.94,3.91,114,Lic. en Ingeniería Electrónica
7.34,6.95,2.07,2.36,5.17,3.47,114,Lic. en Ingeniería Electrónica
7.36,5.64,3.38,3.04,5.79,1.69,114,Lic. en Ingeniería Electrónica
7.84,6.67,2.84,3.84,4.96,3.36,114,Lic. en Ingeniería Electrónica
7.26,5.68,4.0,2.62,6.14,3.44,114,Lic. en Ingeniería Electrónica
6.64,5.82,1.74,2.1,5.34,1.95,114,Lic. en Ingeniería Electrónica
7.29,6.21,3.72,1.85,6.24,2.82,114,Lic. en Ingeniería Electrónica
6.98,6.81,2.45,1.54,6.16,3.24,114,Lic. en Ingeniería Electrónica
7.51,6.72,1.94,1.56,5.0,1.97,114,Lic. en Ingeniería Electrónica
7.43,6.59,3.24,2.54,5.23,2.91,114,Lic. en Ingeniería Electrónica
6.44,6.98,2.48,3.81,6.15,3.68,114,Lic. en Ingeniería Electrónica
6.6,6.16,3.09,2.15,5.41,3.87,114,Lic. en Ingeniería Electrónica
7.05,6.89,2.55,1.86,5.55,2.66,114,Lic. en Ingeniería Electrónica
6.82,6.65,3.44,2.57,4.87,3.42,114,Lic. en Ingeniería Electrónica
7.31,6.79,3.19,3.0,5.22,3.36,114,Lic. en Ingeniería Electrónica
7.73,6.84,1.8,2.24,5.61,2.24,114,Lic. en Ingeniería Electrónica
6.52,5.97,1.68,3.55,5.22,3.73,114,Lic. en Ingeniería Electrónica
7.13,6.5,2.33,2.42,4.88,2.8,114,Lic. en Ingeniería Electrónica
5.21,7.73,2.02,3.08,3.88,6.12,115,Lic. en Ingeniería en Ciencia de Datos
5.46,6.94,2.63,1.83,3.53,6.71,115,Lic. en Ingeniería en Ciencia de Datos
5.16,7.02,3.56,2.11,2.79,6.61,115,Lic. en Ingeniería en Ciencia de Datos
5.53,7.66,3.76,3.67,3.85,5.81,115,Lic. en Ingeniería en Ciencia de Datos
5.75,7.42,2.35,2.25,2.72,6.37,115,Lic. en Ingeniería en Ciencia de Datos
6.05,7.55,1.71,3.08,2.24,5.92,115,Lic. en Ingeniería en Ciencia de Datos
5.86,7.17,3.49,2.37,3.23,5.93,115,Lic. en Ingeniería en Ciencia de Datos
5.6,7.52,3.92,3.93,2.6,6.84,115,Lic. en Ingeniería en Ciencia de Datos
5.88,6.43,2.85,3.12,3.9,6.75,115,Lic. en Ingeniería en Ciencia de Datos
5.0,7.3,3.9,1.64,2.53,5.88,115,Lic. en Ingeniería en Ciencia de Datos
6.3,7.76,2.22,2.97,3.04,6.88,115,Lic. en Ingeniería en Ciencia de Datos
5.26,6.6,2.4,3.96,3.58,6.87,115,Lic. en Ingeniería en Ciencia de Datos
5.25,6.45,2.53,2.28,2.61,7.02,115,Lic. en Ingeniería en Ciencia de Datos
5.3,6.61,3.41,2.14,2.28,6.45,115,Lic. en Ingeniería en Ciencia de Datos
5.09,7.74,3.28,2.32,3.13,6.94,115,Lic. en Ingeniería en Ciencia de Datos
6.18,7.74,1.79,2.42,3.96,6.77,115,Lic. en Ingeniería en Ciencia de Datos
6.12,7.13,1.94,3.84,3.77,6.06,115,Lic. en Ingeniería en Ciencia de Datos
5.27,6.69,3.26,2.04,3.45,6.65,115,Lic. en Ingeniería en Ciencia de Datos
4.83,6.45,2.22,1.63,3.84,6.61,115,Lic. en Ingeniería en Ciencia de Datos
5.81,6.52,1.7,1.51,3.73,6.17,115,Lic. en Ingeniería en Ciencia de Datos
4.95,7.83,3.73,3.82,2.06,6.43,115,Lic. en Ingeniería en Ciencia de Datos
5.07,6.77,2.88,1.56,2.59,7.06,115,Lic. en Ingeniería en Ciencia de Datos
5.62,7.12,2.85,3.32,2.42,5.62,115,Lic. en Ingeniería en Ciencia de Datos
5.2,7.11,2.53,3.5,3.49,6.97,115,Lic. en Ingeniería en Ciencia de Datos
5.02,7.4,3.36,1.6,2.33,6.21,115,Lic. en Ingeniería en Ciencia de Datos
6.16,6.47,1.9,3.16,2.01,6.41,115,Lic. en Ingeniería en Ciencia de Datos
5.45,7.61,1.73,3.13,2.13,5.76,115,Lic. en Ingeniería en Ciencia de Datos
5.14,7.89,3.4,3.68,1.91,6.44,115,Lic. en Ingeniería en Ciencia de Datos
5.71,7.12,3.94,3.07,1.75,6.46,115,Lic. en Ingeniería en Ciencia de Datos
4.91,6.46,1.8,2.43,2.11,6.58,115,Lic. en Ingeniería en Ciencia de Datos
5.68,7.74,3.67,1.91,3.13,6.41,115,Lic. en Ingeniería en Ciencia de Datos
5.81,6.93,2.29,2.82,1.77,6.66,115,Lic. en Ingeniería en Ciencia de Datos
4.9,7.86,2.85,2.17,1.61,7.01,115,Lic. en Ingeniería en Ciencia de Datos
6.02,7.38,2.31,3.69,3.43,5.61,115,Lic. en Ingeniería en Ciencia de Datos
5.81,6.7,2.68,3.04,3.57,6.71,115,Lic. en Ingeniería en Ciencia de Datos
5.15,6.72,1.68,3.68,1.65,6.4,115,Lic. en Ingeniería en Ciencia de Datos
5.29,7.73,2.25,2.98,1.6,5.75,115,Lic. en Ingeniería en Ciencia de Datos
5.46,7.81,1.63,3.32,3.63,5.8,115,Lic. en Ingeniería en Ciencia de Datos
4.95,7.75,3.25,3.14,3.82,5.97,115,Lic. en Ingeniería en Ciencia de Datos
6.09,7.88,3.75,1.67,2.15,6.01,115,Lic. en Ingeniería en Ciencia de Datos
5.08,6.61,1.76,2.17,3.19,5.62,115,Lic. en Ingeniería en Ciencia de Datos
4.9,7.17,2.3,3.36,1.84,6.16,115,Lic. en Ingeniería en Ciencia de Datos
5.55,6.8,3.19,2.45,2.47,5.98,115,Lic. en Ingeniería en Ciencia de Datos
5.76,6.54,2.6,2.12,2.38,6.8,115,Lic. en Ingeniería en Ciencia de Datos
6.21,7.49,2.77,2.74,3.34,5.95,115,Lic. en Ingeniería en Ciencia de Datos
5.09,7.12,2.73,3.23,3.51,7.0,115,Lic. en Ingeniería en Ciencia de Datos
5.29,6.53,2.02,2.54,1.77,6.95,115,Lic. en Ingeniería en Ciencia de Datos
6.02,7.66,3.03,2.3,2.55,6.93,115,Lic. en Ingeniería en Ciencia de Datos
5.93,7.54,3.72,3.16,3.68,6.56,115,Lic. en Ingeniería en Ciencia de Datos
5.13,6.96,2.16,2.12,2.0,5.92,115,Lic. en Ingeniería en Ciencia de Datos
5.43,6.99,2.91,2.16,2.91,6.22,115,Lic. en Ingeniería en Ciencia de Datos
5.09,7.3,3.48,3.96,3.13,6.22,115,Lic. en Ingeniería en Ciencia de Datos
5.26,6.81,3.49,2.01,2.55,5.72,115,Lic. en Ingeniería en Ciencia de Datos
5.26,6.43,2.1,1.56,3.81,5.62,115,Lic. en Ingeniería en Ciencia de Datos
5.44,7.58,3.44,2.54,3.46,5.73,115,Lic. en Ingeniería en Ciencia de Datos
5.29,7.21,3.21,1.62,2.73,5.74,115,Lic. en Ingeniería en Ciencia de Datos
6.22,7.76,2.03,3.16,1.66,6.01,115,Lic. en Ingeniería en Ciencia de Datos
5.64,7.42,2.57,2.48,1.57,5.64,115,Lic. en Ingeniería en Ciencia de Datos
5.74,7.02,2.96,2.42,1.58,6.66,115,Lic. en Ingeniería en Ciencia de Datos
5.05,7.42,2.89,2.13,3.61,6.96,115,Lic. en Ingeniería en Ciencia de Datos
5.5,7.21,2.19,3.28,2.54,6.16,115,Lic. en Ingeniería en Ciencia de Datos
5.43,7.28,2.91,2.84,3.89,6.47,115,Lic. en Ingeniería en Ciencia de Datos
6.16,6.92,2.6,1.56,2.05,6.09,115,Lic. en Ingeniería en Ciencia de Datos
5.16,6.8,1.92,3.71,2.63,6.79,115,Lic. en Ingeniería en Ciencia de Datos
5.9,6.57,2.43,2.6,2.78,5.86,115,Lic. en Ingeniería en Ciencia de Datos
5.65,7.69,3.34,1.78,2.8,5.83,115,Lic. en Ingeniería en Ciencia de Datos
5.89,7.86,3.65,3.01,3.51,5.61,115,Lic. en Ingeniería en Ciencia de Datos
5.03,7.66,2.01,2.19,3.18,6.33,115,Lic. en Ingeniería en Ciencia de Datos
6.19,7.48,2.59,2.86,2.77,6.93,115,Lic. en Ingeniería en Ciencia de Datos
6.02,7.89,3.24,2.56,1.94,6.36,115,Lic. en Ingeniería en Ciencia de Datos
5.51,6.71,3.48,3.99,3.77,7.06,115,Lic. en Ingeniería en Ciencia de Datos
5.38,7.5,3.93,3.35,3.54,6.71,115,Lic. en Ingeniería en Ciencia de Datos
6.21,7.07,3.09,2.18,1.9,6.41,115,Lic. en Ingeniería en Ciencia de Datos
5.28,6.78,3.31,1.73,3.79,5.94,115,Lic. en Ingeniería en Ciencia de Datos
6.14,7.18,2.12,1.94,1.5,6.19,115,Lic. en Ingeniería en Ciencia de Datos
5.24,6.52,2.63,3.1,3.4,6.5,115,Lic. en Ingeniería en Ciencia de Datos
4.92,7.42,2.49,3.81,3.8,5.67,115,Lic. en Ingeniería en Ciencia de Datos
5.25,6.71,3.56,3.78,3.29,6.07,115,Lic. en Ingeniería en Ciencia de Datos
4.89,7.63,1.74,2.49,3.24,6.68,115,Lic. en Ingeniería en Ciencia de Datos
6.15,6.65,3.07,3.03,2.25,6.23,115,Lic. en Ingeniería en Ciencia de Datos
5.28,7.72,2.8,3.44,3.99,6.6,115,Lic. en Ingeniería en Ciencia de Datos
4.94,6.51,2.2,3.66,3.61,6.81,115,Lic. en Ingeniería en Ciencia de Datos
5.04,7.27,2.4,3.14,2.49,6.72,115,Lic. en Ingeniería en Ciencia de Datos
5.0,7.24,3.84,1.54,2.68,7.09,115,Lic. en Ingeniería en Ciencia de Datos
6.0,7.74,1.76,3.68,2.25,6.8,115,Lic. en Ingeniería en Ciencia de Datos
5.3,7.82,1.77,2.41,2.07,6.68,115,Lic. en Ingeniería en Ciencia de Datos
4.81,6.93,2.15,2.42,2.09,5.69,115,Lic. en Ingeniería en Ciencia de Datos
4.96,6.78,2.18,1.54,2.91,6.99,115,Lic. en Ingeniería en Ciencia de Datos
5.86,7.2,3.31,1.94,2.67,6.39,115,Lic. en Ingeniería en Ciencia de Datos
6.1,7.61,3.74,3.14,1.98,6.1,115,Lic. en Ingeniería en Ciencia de Datos
6.24,7.47,2.55,3.0,2.62,6.86,115,Lic. en Ingeniería en Ciencia de Datos
5.68,6.95,2.74,3.05,3.27,6.38,115,Lic. en Ingeniería en Ciencia de Datos
5.13,7.46,2.41,2.17,3.73,5.73,115,Lic. en Ingeniería en Ciencia de Datos
5.8,7.19,2.97,3.87,2.0,6.52,115,Lic. en Ingeniería en Ciencia de Datos
5.24,6.8,1.84,3.26,1.82,6.44,115,Lic. en Ingeniería en Ciencia de Datos
5.78,7.47,3.42,3.3,3.36,6.95,115,Lic. en Ingeniería en Ciencia de Datos
4.86,6.93,2.01,2.47,3.51,6.43,115,Lic. en Ingeniería en Ciencia de Datos
6.11,7.51,2.64,3.09,3.01,6.03,115,Lic. en Ingeniería en Ciencia de Datos
5.73,7.25,3.44,2.21,2.3,6.87,115,Lic. en Ingeniería en Ciencia de Datos
6.23,7.41,1.61,3.8,3.44,5.83,115,Lic. en Ingeniería en Ciencia de Datos
7.75,7.07,1.87,1.52,5.2,2.43,116,Lic. en Ingeniería en Energías Renovables
6.83,6.37,3.57,3.18,5.97,3.05,116,Lic. en Ingeniería en Energías Renovables
6.91,6.72,2.02,3.31,5.29,2.39,116,Lic. en Ingeniería en Energías Renovables
7.21,6.94,3.47,2.55,5.86,1.81,116,Lic. en Ingeniería en Energías Renovables
6.44,6.52,3.81,1.62,5.95,2.69,116,Lic. en Ingeniería en Energías Renovables
7.05,5.88,3.29,2.78,6.14,1.72,116,Lic. en Ingeniería en Energías Renovables
7.8,6.82,2.21,2.35,5.01,3.7,116,Lic. en Ingeniería en Energías Renovables
7.45,6.28,2.52,3.75,5.88,2.02,116,Lic. en Ingeniería en Energías Renovables
6.75,6.68,3.36,1.56,5.63,3.99,116,Lic. en Ingeniería en Energías Renovables
6.75,6.23,2.79,1.82,4.9,1.66,116,Lic. en Ingeniería en Energías Renovables
7.46,7.07,2.87,2.55,5.55,1.71,116,Lic. en Ingeniería en Energías Renovables
6.97,6.43,3.49,3.38,5.0,1.72,116,Lic. en Ingeniería en Energías Renovables
7.34,5.95,3.32,2.74,6.23,3.4,116,Lic. en Ingeniería en Energías Renovables
6.66,6.01,2.6,3.52,5.5,2.25,116,Lic. en Ingeniería en Energías Renovables
6.67,5.89,2.58,2.48,5.87,2.98,116,Lic. en Ingeniería en Energías Renovables
7.37,5.83,3.9,3.18,5.91,3.62,116,Lic. en Ingeniería en Energías Renovables
6.87,5.99,3.76,3.76,6.12,3.34,116,Lic. en Ingeniería en Energías Renovables
7.83,6.97,2.95,1.73,5.35,1.67,116,Lic. en Ingeniería en Energías Renovables
6.68,6.6,2.84,2.26,6.06,3.58,116,Lic. en Ingeniería en Energías Renovables
6.53,6.42,1.91,1.71,5.69,3.72,116,Lic. en Ingeniería en Energías Renovables
6.49,6.52,2.25,3.33,5.42,3.42,116,Lic. en Ingeniería en Energías Renovables
6.69,6.04,3.05,3.3,5.64,2.95,116,Lic. en Ingeniería en Energías Renovables
7.63,6.23,3.89,3.75,6.22,2.0,116,Lic. en Ingeniería en Energías Renovables
6.51,6.03,2.47,3.61,4.89,1.8,116,Lic. en Ingeniería en Energías Renovables
7.46,5.62,3.19,3.6,5.65,1.58,116,Lic. en Ingeniería en Energías Renovables
7.48,6.27,1.86,3.67,6.13,2.35,116,Lic. en Ingeniería en Energías Renovables
7.29,6.74,3.39,3.35,5.57,1.78,116,Lic. en Ingeniería en Energías Renovables
7.86,6.03,3.63,2.57,5.98,2.6,116,Lic. en Ingeniería en Energías Renovables
7.31,6.44,3.51,2.26,6.21,2.67,116,Lic. en Ingeniería en Energías Renovables
7.41,5.99,2.63,3.6,5.37,2.9,116,Lic. en Ingeniería en Energías Renovables
7.14,6.29,2.8,1.64,6.13,2.44,116,Lic. en Ingeniería en Energías Renovables
7.65,6.27,2.41,3.12,6.0,2.02,116,Lic. en Ingeniería en Energías Renovables
6.78,6.16,2.98,2.47,4.97,1.93,116,Lic. en Ingeniería en Energías Renovables
6.9,6.86,1.73,3.71,5.16,2.2,116,Lic. en Ingeniería en Energías Renovables
7.34,6.01,3.44,1.93,5.23,2.47,116,Lic. en Ingeniería en Energías Renovables
7.57,5.92,2.22,3.63,5.88,2.05,116,Lic. en Ingeniería en Energías Renovables
7.76,6.37,1.92,3.55,5.89,3.8,116,Lic. en Ingeniería en Energías Renovables
6.88,6.91,3.25,3.16,5.07,1.56,116,Lic. en Ingeniería en Energías Renovables
7.74,6.57,3.35,2.41,5.95,2.25,116,Lic. en Ingeniería en Energías Renovables
6.47,5.9,3.16,2.15,5.37,2.15,116,Lic. en Ingeniería en Energías Renovables
6.91,6.9,2.16,3.64,5.04,2.3,116,Lic. en Ingeniería en Energías Renovables
6.76,6.87,2.18,3.38,5.2,1.77,116,Lic. en Ingeniería en Energías Renovables
7.54,7.01,2.81,1.79,5.23,3.46,116,Lic. en Ingeniería en Energías Renovables
7.46,5.98,3.18,3.39,5.0,3.41,116,Lic. en Ingeniería en Energías Renovables
6.84,6.77,2.09,2.38,5.27,2.05,116,Lic. en Ingeniería en Energías Renovables
7.47,6.23,3.81,2.15,6.24,2.87,116,Lic. en Ingeniería en Energías Renovables
7.53,6.74,3.06,3.39,5.34,2.11,116,Lic. en Ingeniería en Energías Renovables
6.85,6.02,3.28,1.72,5.85,2.97,116,Lic. en Ingeniería en Energías Renovables
6.78,6.68,2.18,3.23,5.74,3.82,116,Lic. en Ingeniería en Energías Renovables
7.03,5.7,3.97,2.92,5.13,3.75,116,Lic. en Ingeniería en Energías Renovables
7.07,6.08,2.76,2.46,4.99,3.71,116,Lic. en Ingeniería en Energías Renovables
6.81,6.36,1.56,2.37,5.9,1.93,116,Lic. en Ingeniería en Energías Renovables
6.52,5.86,2.44,3.32,5.32,2.84,116,Lic. en Ingeniería en Energías Renovables
7.56,5.66,3.04,3.5,6.08,1.83,116,Lic. en Ingeniería en Energías Renovables
6.47,5.72,3.55,3.58,5.27,3.27,116,Lic. en Ingeniería en Energías Renovables
7.53,7.05,3.08,3.69,5.55,3.68,116,Lic. en Ingeniería en Energías Renovables
6.9,6.56,3.81,1.52,5.13,3.34,116,Lic. en Ingeniería en Energías Renovables
7.89,5.71,2.96,3.94,6.11,2.84,116,Lic. en Ingeniería en Energías Renovables
7.59,7.1,2.83,3.74,5.26,3.09,116,Lic. en Ingeniería en Energías Renovables
7.0,6.86,1.62,3.57,5.41,3.66,116,Lic. en Ingeniería en Energías Renovables
7.52,6.82,3.51,3.73,5.76,3.17,116,Lic. en Ingeniería en Energías Renovables
7.16,6.62,2.24,3.22,6.16,1.96,116,Lic. en Ingeniería en Energías Renovables
7.71,6.97,3.88,3.42,5.56,3.22,116,Lic. en Ingeniería en Energías Renovables
7.06,6.67,3.52,1.78,4.99,2.81,116,Lic. en Ingeniería en Energías Renovables
7.58,7.1,2.05,1.87,5.75,1.85,116,Lic. en Ingeniería en Energías Renovables
7.61,7.01,3.7,2.0,5.16,2.2,116,Lic. en Ingeniería en Energías Renovables
